pub_date,headline,abstract,snippet,lead_paragraph,byline,section_name,web_url,source,multimedia_url
2024-01-12T19:01:16+0000,Biden Administration to Fine Oil and Gas Companies for Excess Methane,"A plan to impose a fee of $900 to $1,500 on every excess ton of methane emissions would be the first federal price on greenhouse gas pollution.","A plan to impose a fee of $900 to $1,500 on every excess ton of methane emissions would be the first federal price on greenhouse gas pollution.","The Biden administration announced new moves on Friday to curb the release from oil and gas facilities of methane, a potent greenhouse gas that is responsible for more than a quarter of the warming the planet is currently experiencing.",By Lisa Friedman,Climate,https://www.nytimes.com/2024/01/12/climate/methane-biden-oil-gas-fee.html,The New York Times,https://www.nytimes.com/images/2024/01/12/climate/12cli-methane-sub/12cli-methane-sub-articleLarge.jpg
2024-01-12T13:13:33+0000,BlackRock’s Giant Bet on Infrastructure,"The Wall Street giant agreed to buy Global Infrastructure Partners, whose assets include airports and oil pipelines, in its biggest takeover in 15 years.","The Wall Street giant agreed to buy Global Infrastructure Partners, whose assets include airports and oil pipelines, in its biggest takeover in 15 years.","BlackRock is already Wall Street’s dominant player in stocks and bonds with $10 trillion in assets. Now the company plans to go big on the business of investing in airports, bridges, oil pipelines and more.","By Andrew Ross Sorkin, Ravi Mattu, Bernhard Warner, Sarah Kessler, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",Business Day,https://www.nytimes.com/2024/01/12/business/dealbook/blackrock-infrastructure-deal.html,The New York Times,https://www.nytimes.com/images/2024/01/12/multimedia/12db-newsletter-fink-bjgt/12db-newsletter-fink-bjgt-articleLarge.jpg
2024-01-12T00:00:11+0000,Trump Dreams of Economic Disaster,"Why, exactly, do so many Americans admire this guy?","Why, exactly, do so many Americans admire this guy?","Did Donald Trump just say that he’s hoping for an economic crash? Not exactly. But what he did say was arguably even worse, especially once you put it in context.",By Paul Krugman,Opinion,https://www.nytimes.com/2024/01/11/opinion/trump-biden-economy.html,The New York Times,https://www.nytimes.com/images/2024/01/13/multimedia/11krugman-jwlp/11krugman-jwlp-articleLarge.jpg
2024-01-11T21:53:42+0000,Hertz Will Shrink Electric Fleet After Being Burned by Tesla’s Price Cuts,"The rental car company blamed the sharp drop in the value of electric vehicles and higher repair costs for its decision to sell 20,000 cars.","The rental car company blamed the sharp drop in the value of electric vehicles and higher repair costs for its decision to sell 20,000 cars.","The rental car company Hertz will be selling about one-third of the electric vehicles in its fleet after they lost value more quickly than expected, the company said on Thursday. The drop in value is a blow to the company’s efforts to replace gasoline vehicles with cars that do not produce tailpipe emissions.",By Jack Ewing,Business Day,https://www.nytimes.com/2024/01/11/business/hertz-electric-vehicles-tesla.html,The New York Times,https://www.nytimes.com/images/2024/01/11/business/11hertz-ev/11hertz-ev-articleLarge.jpg
2024-01-11T20:08:10+0000,Tackling Climate Change in the Birthplace of Oil,Azerbaijan is where the petroleum era began.,Azerbaijan is where the petroleum era began.,"For the second year in a row, the United Nations climate summit known as COP will take place in a petrostate.",By Manuela Andreoni,Climate,https://www.nytimes.com/2024/01/11/climate/tackling-climate-change-in-the-birthplace-of-oil.html,The New York Times,https://www.nytimes.com/images/2024/01/11/multimedia/11cli-newsletter-01-blpf/11cli-newsletter-01-blpf-articleLarge.jpg
2024-01-11T14:24:41+0000,Iranian Navy Says It Seized an Oil Tanker Off the Coast of Oman,The same vessel was involved last year in the U.S. government seizure of Iranian oil that was being transported in violation of American sanctions.,The same vessel was involved last year in the U.S. government seizure of Iranian oil that was being transported in violation of American sanctions.,"Iran’s navy said it had seized a tanker loaded with crude oil off the coast of Oman on Thursday, apparently in retaliation for the United States confiscating oil from the same ship last year.",By Jenny Gross and Farnaz Fassihi,World,https://www.nytimes.com/2024/01/11/world/middleeast/oil-vessel-gulf-oman-iran.html,The New York Times,https://www.nytimes.com/images/2024/01/11/multimedia/11iran-tanker-gckz/11iran-tanker-gckz-articleLarge.jpg
2024-01-11T11:43:16+0000,Top Natural Gas Producers Announce Multibillion-Dollar Merger,"The deal, between Chesapeake Energy and Southwestern Energy, would create one of the largest energy producers in the United States.","The deal, between Chesapeake Energy and Southwestern Energy, would create one of the largest energy producers in the United States.","Chesapeake Energy and Southwestern Energy, two of the largest natural gas producers in the United States, announced plans to merge on Thursday, in an all-stock deal worth $7.4 billion. The new company would become one of the largest energy producers in the United States, with a significant presence in Louisiana and Texas.",By Santul Nerkar,Business Day,https://www.nytimes.com/2024/01/11/business/chesapeake-southwestern-energy-merger.html,The New York Times,https://www.nytimes.com/images/2024/01/05/multimedia/00natgas-merger-zfgm/00natgas-merger-zfgm-articleLarge.jpg
2024-01-10T19:27:42+0000,Missing Profits May Be a Problem for the Green Transition,The inability to generate acceptable returns is impeding the switch to renewable energy.,The inability to generate acceptable returns is impeding the switch to renewable energy.,"In October, the International Energy Agency issued a brief flare of optimism when it suggested that global carbon emissions from fossil fuels may already have peaked.",By David Wallace-Wells,Opinion,https://www.nytimes.com/2024/01/10/opinion/profits-green-energy.html,The New York Times,https://www.nytimes.com/images/2024/01/12/opinion/10wallace-wells-image/10wallace-wells-image-articleLarge.jpg
2024-01-10T10:01:51+0000,U.S. Carbon Emissions Fell in 2023 as Coal Use Tumbled to New Lows,"The drop was big, but emissions will need to fall three times as fast for the rest of the decade if the country wants to meet its climate goals.","The drop was big, but emissions will need to fall three times as fast for the rest of the decade if the country wants to meet its climate goals.","America’s greenhouse gas emissions fell 1.9 percent in 2023, in large part because the burning of coal to produce electricity plummeted to its lowest level in half a century, according to estimates published on Wednesday by the Rhodium Group, a nonpartisan research firm.",By Brad Plumer,Climate,https://www.nytimes.com/2024/01/10/climate/us-carbon-emissions-2023-climate.html,The New York Times,https://www.nytimes.com/images/2024/01/10/climate/cli-emissions2023/cli-emissions2023-articleLarge.jpg
2024-01-09T14:30:07+0000,World Bank Warns of Energy Price Surge if Mideast War Spreads,A new economic report predicted a year of weak growth and said the world faced a decade of “wasted opportunity.”,A new economic report predicted a year of weak growth and said the world faced a decade of “wasted opportunity.”,"The global economy is at risk of a “wasted” decade and the weakest stretch of growth in 30 years, the World Bank warned on Tuesday, saying a sluggish recovery from the pandemic and crippling wars in Ukraine and the Middle East are expected to weigh heavily on output.",By Alan Rappeport,Business Day,https://www.nytimes.com/2024/01/09/business/world-bank-global-economic-prospects.html,The New York Times,https://www.nytimes.com/images/2024/01/09/multimedia/09dc-worldbank-htlj/09dc-worldbank-htlj-articleLarge.jpg
2024-01-06T13:00:03+0000,"After the Capitol Attack, Companies Pledged to Rethink Political Giving. Did They?",A new analysis of corporate PAC donations shines light on an opaque political giving landscape.,A new analysis of corporate PAC donations shines light on an opaque political giving landscape.,"After a violent mob stormed the U.S. Capitol on Jan. 6, 2021, many businesses and trade groups condemned the attack and pledged to review and shift their approach to political giving, including by halting donations to candidates who voted against certifying the 2020 presidential election.",By Ephrat Livni and Sarah Kessler,Business Day,https://www.nytimes.com/2024/01/06/business/dealbook/jan-6-companies-donations.html,The New York Times,https://www.nytimes.com/images/2024/01/06/business/06DB-FUNDRAISING-BIDEN/06DB-FUNDRAISING-BIDEN-articleLarge.jpg
2024-01-05T15:54:53+0000,An Ecology Minister With an Oil Pedigree Will Lead Global Climate Talks,Mukhtar Babayev has been appointed to preside over this year’s global climate talks in Azerbaijan.,Mukhtar Babayev has been appointed to preside over this year’s global climate talks in Azerbaijan.,"Azerbaijan’s minister of ecology and natural resources, who occupies a relatively obscure position in the country’s authoritarian government, was appointed president of the annual United Nations-sponsored climate summit that will be held in the country in November. The announcement thrusts him into a role defined by the intense pressure of brokering negotiations on one of the most complex crises to ever face humanity.",By Max Bearak,Climate,https://www.nytimes.com/2024/01/05/climate/mukhtar-babayev-azerbaijan-cop29-climate.html,The New York Times,https://www.nytimes.com/images/2024/01/05/multimedia/05cli-copleader-cjmt/05cli-copleader-cjmt-articleLarge.jpg
2024-01-05T05:01:15+0000,Red Sea Attacks Leave Tankers With Choice: Accept the Risks or Lose Money,"Some oil tanker traffic continues to go through the Suez Canal, while plentiful global reserves keep crude prices steady.","Some oil tanker traffic continues to go through the Suez Canal, while plentiful global reserves keep crude prices steady.","Attacks on commercial vessels in the Red Sea by the Houthi rebels in Yemen have left oil tanker operators facing an unwelcome calculation: accept the risks of steaming through the danger zone, or lose business.",By Stanley Reed,Business Day,https://www.nytimes.com/2024/01/05/business/red-sea-oil-houthis.html,The New York Times,https://www.nytimes.com/images/2024/01/04/multimedia/00oil-shipping-01-czlh/00oil-shipping-01-czlh-articleLarge.jpg
